RF_Power_W,Pressure_mTorr,Gas_Flow_sccm,Electrode_Gap_cm,Etch_Rate_nm_per_min,Uniformity_pct,Selectivity_ratio
238.69,45.88,158.8,2.914,867.17,5.241,8.023
194.06,23.17,137.84,4.715,613.94,5.733,7.24
331.85,43.08,47.29,2.328,556.44,6.855,6.77
276.68,16.14,177.66,2.861,875.06,5.576,7.163
391.83,12.32,117.04,1.055,758.53,7.203,6.097
138.87,22.16,70.85,1.326,438.95,5.983,7.936
587.2,96.68,96.54,2.034,688.91,7.446,6.3
593.11,59.46,26.76,1.111,704.0,9.806,4.51
449.08,96.92,43.02,3.526,374.13,6.079,5.81
368.05,48.92,157.8,2.706,955.19,5.599,6.942
254.76,38.06,20.0,3.193,360.04,6.118,6.583
506.9,55.55,94.98,1.699,854.36,8.382,5.7
442.37,49.56,114.05,2.184,846.47,6.971,6.314
181.31,19.51,29.83,3.655,255.54,7.025,6.57
555.46,67.67,195.15,4.861,1155.48,7.49,6.34
511.27,29.44,60.7,1.202,722.31,8.831,4.5
574.9,65.76,74.76,4.562,731.65,8.602,5.251
462.86,68.52,74.71,3.308,674.34,6.688,6.671
406.71,23.68,61.47,3.256,573.8,6.966,4.53
309.12,15.52,20.27,3.001,318.56,8.063,4.883
566.36,80.27,151.28,1.278,1010.66,7.713,7.602
533.03,51.38,194.03,1.36,1224.05,7.718,6.736
122.61,15.23,60.37,3.404,286.08,5.393,5.949
113.18,99.54,139.35,2.364,417.69,1.454,10.065
288.23,15.2,153.54,4.669,716.13,6.365,6.16
505.28,72.55,172.72,2.626,1026.04,6.635,6.492
593.64,98.53,96.07,1.573,684.17,7.17,6.489
175.21,31.53,74.53,3.859,457.94,4.392,7.148
397.07,22.8,78.55,2.173,660.81,7.741,6.372
290.45,20.92,148.27,3.102,779.15,5.778,6.711
584.96,37.29,167.02,3.791,1132.32,8.431,5.508
521.06,19.09,52.69,4.601,575.71,10.043,4.265
519.16,72.29,86.77,4.169,731.13,7.878,6.35
334.35,15.61,182.35,3.705,907.77,6.437,6.648
307.41,55.85,165.2,3.719,879.82,5.512,6.771
236.7,99.7,197.27,4.784,667.84,2.509,9.866
128.19,83.26,155.76,2.183,600.92,2.755,10.899
532.36,65.37,90.78,1.004,874.68,8.504,6.268
506.45,37.56,126.31,2.088,967.73,7.544,6.584
599.86,66.15,138.98,1.872,1054.22,7.474,6.444
598.32,57.43,34.12,3.647,672.6,8.88,4.468
377.72,48.35,118.01,3.535,793.1,6.096,7.092
484.49,21.76,147.68,3.374,964.06,8.166,5.408
572.38,89.79,50.12,1.065,588.58,8.057,5.05
524.82,50.48,160.51,3.915,1045.88,7.152,5.497
223.67,27.52,125.08,2.294,708.58,5.198,8.197
325.27,43.1,191.4,3.66,995.62,5.757,7.103
164.58,47.27,27.64,3.226,319.0,5.047,7.298
577.03,84.48,67.76,2.371,703.58,7.738,5.362
403.09,76.03,128.28,1.538,810.49,6.008,8.769
214.32,79.24,73.38,1.378,459.29,5.198,9.824
435.85,10.99,148.6,4.326,811.02,7.774,4.589
409.06,47.45,156.62,4.674,939.82,7.296,6.389
279.08,53.32,38.45,3.599,428.59,6.131,6.332
156.78,11.73,112.49,1.414,549.11,5.661,8.106
435.79,33.38,111.6,2.608,823.99,8.397,6.104
360.15,78.43,86.47,3.916,535.41,5.328,7.567
486.16,22.34,187.93,4.119,1079.33,7.618,5.59
360.08,58.18,168.95,1.473,964.0,5.284,9.58
526.09,29.37,145.5,1.0,1054.66,9.106,5.313
375.95,11.09,148.58,3.849,804.01,7.956,4.801
380.47,31.71,103.11,2.426,760.6,7.72,6.014
538.33,97.83,185.78,2.018,985.4,6.473,7.097
301.74,82.14,145.03,1.052,779.03,4.803,8.439
167.01,96.36,151.22,3.161,494.95,2.185,9.618
114.39,53.91,175.1,4.405,743.25,2.669,8.671
477.57,19.88,69.33,4.831,620.32,10.033,3.543
410.15,59.32,165.27,3.263,953.33,5.962,7.431
452.04,50.89,55.14,3.058,633.56,7.269,5.291
206.48,85.99,82.16,1.34,419.93,4.859,9.258
168.19,18.83,80.41,3.195,402.31,5.002,7.512
107.27,53.94,196.13,2.52,858.17,2.848,9.582
275.29,23.5,174.18,3.429,862.58,5.408,7.084
394.96,39.22,146.21,2.555,905.48,6.744,6.895
296.12,76.36,150.87,1.961,798.26,4.552,7.871
318.74,52.84,121.17,1.38,815.74,5.458,6.641
552.08,43.83,190.48,2.26,1232.73,7.627,6.298
274.13,45.5,109.33,1.387,726.1,6.348,8.095
356.99,51.35,88.49,1.708,725.72,6.65,8.089
491.83,80.65,49.35,4.949,512.84,8.095,5.573
298.27,90.29,161.52,2.776,719.45,3.33,9.515
411.04,95.98,152.2,3.127,707.62,4.75,8.077
531.18,80.82,89.18,4.494,689.95,7.343,5.867
574.76,38.39,24.53,4.982,613.86,10.442,4.138
173.54,71.93,171.02,3.331,738.57,3.012,8.419
563.29,49.38,22.06,4.25,629.48,9.707,4.128
346.06,32.92,146.67,2.308,878.77,6.718,8.061
229.12,85.68,194.65,2.223,822.0,3.362,10.158
329.57,13.46,98.78,2.611,610.96,7.169,6.797
590.02,91.16,62.3,3.69,588.89,7.419,5.216
346.31,51.53,146.88,3.729,835.24,5.739,7.11
264.38,67.35,167.08,2.261,849.85,4.035,8.915
416.7,69.34,118.36,1.533,810.42,6.352,6.362
220.07,90.56,194.07,3.53,743.27,2.605,9.254
137.93,67.3,29.3,1.513,302.12,4.27,8.206
164.44,65.25,110.86,3.314,567.72,2.921,9.168
164.02,16.0,149.32,3.774,606.43,4.709,7.965
175.95,56.66,175.28,3.802,836.36,3.705,9.066
169.41,23.52,52.27,4.014,339.47,5.332,7.081
420.44,76.37,164.0,4.491,868.88,5.876,7.138
190.94,56.1,119.49,3.0,646.78,4.792,9.051
272.83,71.22,91.38,3.921,544.48,5.456,7.696
548.39,13.75,43.71,3.477,584.31,10.482,3.448
336.98,17.63,175.75,1.747,943.46,6.741,6.934
433.78,74.47,48.31,1.103,572.95,7.847,7.258
186.16,16.49,75.76,2.138,440.72,5.665,6.911
196.14,16.41,72.21,2.772,416.31,5.58,7.302
120.43,11.09,176.85,3.468,659.67,3.195,7.531
184.47,96.09,141.09,4.4,457.92,3.586,8.948
239.3,76.38,163.4,1.785,800.87,4.57,9.819
188.51,41.79,65.08,1.502,507.27,5.358,7.902
144.35,36.69,132.48,4.854,621.1,4.658,7.587
160.32,41.47,122.91,1.432,684.41,4.455,9.206
330.39,79.72,169.91,2.914,836.19,4.401,8.27
203.17,69.52,183.1,3.342,838.44,3.702,9.189
282.13,26.67,22.19,3.165,337.73,6.169,6.515
351.71,25.67,141.32,1.344,862.84,7.16,7.736
445.2,18.86,29.33,1.228,524.39,9.191,5.715
119.66,69.43,118.79,1.422,594.44,3.602,9.746
499.71,78.79,71.77,3.342,653.76,7.236,6.697
413.95,33.85,75.22,3.177,681.82,7.367,5.029
140.88,11.89,83.53,1.935,431.12,5.601,7.031
536.79,17.4,131.83,3.551,897.14,8.663,3.305
560.44,97.11,80.13,4.28,560.68,7.79,6.783
130.54,36.59,151.89,1.166,755.16,4.59,8.79
238.44,79.23,92.81,2.993,509.96,4.171,8.437
503.1,66.22,32.3,3.757,554.51,7.516,4.702
474.13,44.37,161.08,2.009,1060.74,7.044,6.894
192.26,28.51,71.44,2.231,491.32,6.02,7.174
204.67,20.92,97.9,3.455,541.23,5.637,6.281
285.24,65.35,143.38,4.592,732.19,5.359,7.956
342.26,79.72,79.84,4.24,504.99,6.435,6.463
409.13,67.95,30.19,3.333,456.81,7.299,5.649
284.46,57.73,87.31,3.921,547.29,5.645,6.1
331.27,13.78,190.0,2.459,950.36,6.011,6.213
473.74,97.16,135.51,3.564,702.11,4.671,7.5
118.34,81.88,140.87,2.865,553.49,2.305,9.077
226.22,36.35,133.81,1.76,730.66,5.199,7.35
456.67,98.2,55.82,3.807,378.41,6.542,6.707
547.6,64.17,95.3,3.226,802.02,7.627,5.258
355.84,62.42,155.17,2.434,927.93,5.232,8.843
366.06,77.33,38.25,4.645,368.54,5.905,7.297
153.59,83.06,70.01,1.084,386.97,3.734,9.204
323.71,69.08,69.74,2.263,574.64,5.953,7.78
366.31,21.53,97.76,1.228,709.76,8.435,6.699
221.24,40.44,196.47,4.066,905.17,4.422,7.89
234.62,93.53,32.15,3.808,160.06,4.673,7.36
288.64,30.22,113.37,2.325,701.65,6.497,7.027
110.04,43.5,52.29,3.703,335.3,4.229,7.75
261.04,48.89,194.72,2.584,980.21,4.51,8.333
205.72,49.55,40.39,4.025,337.04,5.281,7.258
263.75,65.16,92.65,2.817,557.98,5.175,7.551
159.88,94.88,152.82,2.649,534.05,2.425,9.725
545.26,31.66,146.82,4.739,984.44,8.85,4.689
396.8,20.94,96.09,2.004,713.09,7.465,6.007
439.55,27.77,82.37,1.482,758.61,8.629,5.108
494.59,89.82,91.57,3.338,644.22,7.305,7.116
349.22,68.12,67.57,4.877,509.19,6.121,5.577
143.46,35.73,56.96,2.511,395.68,4.853,7.451
368.55,83.44,106.95,1.248,680.93,5.906,8.121
393.42,87.52,68.34,2.357,481.56,6.197,7.136
472.72,86.19,71.74,3.024,578.0,6.21,6.332
315.83,92.7,138.22,1.648,664.49,3.403,10.078
163.79,32.7,194.34,3.632,875.18,4.51,8.099
241.89,77.95,128.65,4.991,554.33,4.894,9.413
281.54,51.45,33.86,2.807,422.47,5.313,7.006
422.96,85.78,33.61,2.419,403.82,6.31,6.846
385.39,75.56,191.26,2.603,999.33,5.461,8.554
278.05,79.88,73.51,1.461,504.83,5.844,9.734
593.26,69.05,36.57,4.533,639.32,9.484,3.835
402.89,25.97,127.83,2.659,833.35,7.037,5.476
218.61,59.05,132.26,2.549,709.76,4.306,8.203
150.89,98.62,136.73,3.639,424.33,2.386,10.043
176.43,94.36,68.13,2.768,254.35,3.796,8.408
222.98,13.89,22.72,3.593,261.11,6.473,5.793
180.34,24.83,193.7,1.246,917.83,4.501,9.712
193.28,21.86,65.16,4.255,370.41,6.532,6.56
242.55,75.34,141.68,4.762,630.18,4.436,8.162
186.69,83.6,147.19,3.595,576.61,3.676,9.099
548.38,29.22,129.8,4.818,937.48,8.768,4.791
140.12,55.53,76.32,1.606,503.94,4.508,8.413
362.26,85.66,68.8,2.91,504.89,5.032,8.41
305.2,75.95,127.58,3.407,697.19,4.663,9.057
591.19,58.8,175.9,3.327,1185.28,6.928,5.924
156.02,63.13,190.41,2.606,845.63,2.725,9.762
298.93,55.75,39.06,2.352,454.25,5.611,7.481
584.74,36.78,47.87,1.507,783.55,10.14,4.999
532.75,60.85,190.05,2.567,1187.5,7.061,6.291
508.54,72.0,152.58,1.651,1011.01,6.247,6.859
228.95,88.6,178.94,3.937,707.19,3.751,8.773
185.44,67.27,56.47,1.835,419.63,5.737,8.753
434.32,78.5,125.77,1.234,846.75,6.455,8.101
564.69,24.41,146.21,3.209,1042.72,8.28,4.039
378.38,51.54,142.42,3.381,889.89,7.096,6.701
385.81,10.84,93.47,4.488,600.54,7.666,4.153
239.99,32.2,22.77,3.308,343.96,6.337,5.832
484.75,75.38,124.93,2.382,849.74,6.656,7.194
193.52,99.26,65.56,4.212,184.99,4.325,8.455
261.84,18.93,101.05,3.161,565.09,6.248,6.385
312.72,46.13,192.36,1.317,1071.85,5.293,7.597
353.81,82.01,91.83,3.263,549.37,4.884,7.662
221.2,28.36,171.16,4.632,800.67,5.166,7.381
157.42,59.96,53.94,2.585,375.14,3.999,7.939
405.31,75.98,141.04,2.185,855.47,5.708,7.697
244.32,65.44,195.86,1.574,965.73,3.866,9.585
390.62,26.92,38.34,1.606,522.74,7.675,5.177
177.18,41.98,21.5,2.731,313.06,5.907,6.5
340.57,80.54,98.04,3.383,575.72,4.963,8.56
366.29,59.88,36.67,1.322,549.93,6.664,6.519
125.91,10.47,154.71,4.758,572.27,5.034,7.378
268.3,78.49,184.62,4.021,828.7,3.918,9.354
167.21,13.18,98.12,3.346,446.4,4.736,8.799
131.69,77.12,66.57,4.314,285.41,3.996,8.009
594.98,28.22,98.19,1.321,934.18,9.374,4.897
261.18,96.23,150.22,2.907,601.76,3.944,9.074
504.94,43.11,21.63,3.52,591.73,8.957,4.145
227.32,39.42,126.1,4.315,661.84,5.195,6.971
440.75,23.4,130.39,4.134,851.83,7.557,4.677
480.11,37.5,134.78,2.108,939.53,7.643,5.979
397.82,88.9,63.56,4.764,400.18,6.626,5.954
335.79,99.67,148.53,1.497,634.46,4.473,9.813
305.92,43.15,36.45,4.501,404.5,6.914,5.889
274.43,50.37,55.87,4.884,430.36,6.451,6.621
564.76,74.99,177.94,1.709,1135.41,6.894,6.765
515.31,89.76,152.97,3.888,842.7,6.149,6.75
582.51,63.37,22.47,1.161,670.07,8.6,5.261
162.15,45.24,64.71,2.622,459.11,5.158,7.338
465.43,47.14,58.59,3.065,677.64,7.8,5.178
569.17,72.61,68.75,3.323,732.62,7.646,4.886
190.62,10.29,64.56,4.744,309.92,7.409,5.561
133.25,65.76,31.25,3.689,223.82,4.357,7.058
470.56,41.99,102.61,2.925,851.04,7.035,6.314
387.24,81.48,151.89,4.239,776.21,5.747,7.25
520.91,18.37,129.21,4.802,847.1,9.246,4.817
169.89,62.94,141.12,1.088,729.48,4.322,10.148
497.63,53.29,34.61,4.93,550.99,8.633,3.842
200.81,67.81,191.27,1.345,903.43,3.904,9.393
181.83,15.84,170.93,4.258,724.98,5.032,8.733
182.13,62.2,164.92,2.121,807.59,3.88,10.297
507.29,60.53,168.14,1.529,1096.27,6.402,6.965
432.6,60.46,187.89,2.759,1077.51,5.556,7.533
361.53,64.31,117.97,3.576,763.33,6.425,6.829
279.42,70.88,56.05,2.524,467.74,4.991,7.911
538.6,82.45,131.02,1.218,940.83,7.073,6.751
296.22,34.28,153.72,3.398,862.23,5.376,6.16
508.3,84.25,152.83,4.61,880.18,6.185,5.946
319.57,54.84,113.86,2.533,727.29,4.715,7.478
288.47,16.94,32.32,1.865,402.27,7.415,5.398
331.34,15.27,86.8,2.77,585.83,7.134,5.811
250.69,40.08,185.74,1.193,972.89,5.149,8.159
473.8,80.64,125.2,4.282,772.08,6.522,6.205
351.36,73.69,116.9,4.305,690.26,5.673,7.704
216.11,80.98,68.39,3.352,380.3,4.598,8.502
549.79,56.55,86.32,2.412,833.94,8.097,5.433
291.95,49.62,181.16,4.199,936.46,4.869,8.144
371.78,23.27,139.96,3.219,823.35,6.595,6.398
553.24,39.54,161.73,4.304,1079.28,8.482,5.81
412.12,49.06,101.78,3.526,762.36,7.407,5.905
158.45,17.97,133.44,4.138,579.28,4.915,7.15
569.92,29.86,64.71,3.394,766.9,9.354,3.315
413.85,63.84,146.98,2.657,902.25,6.026,7.063
267.45,76.21,96.97,4.832,537.44,4.754,8.149
169.64,99.85,99.66,3.164,265.79,2.778,10.336
497.01,93.98,136.88,3.42,741.14,5.364,7.666
410.04,67.83,188.53,1.882,1069.98,4.92,7.178
366.73,47.91,31.52,3.503,492.48,7.262,6.31
546.95,67.26,168.45,3.286,1076.25,6.728,5.421
494.3,80.71,72.63,1.739,665.25,7.381,7.12
175.84,20.65,99.91,1.238,570.97,5.837,7.656
255.86,46.89,23.94,3.417,362.06,5.689,6.925
224.24,85.58,74.19,4.055,371.57,4.337,7.633
471.97,44.54,110.47,3.094,873.07,6.823,6.323
116.77,61.47,30.11,1.907,295.65,5.016,7.906
384.94,62.9,108.4,3.666,721.61,5.603,6.457
481.23,26.6,186.88,1.32,1148.46,7.739,5.922
538.38,42.6,38.97,2.767,669.81,8.392,3.653
271.04,40.11,157.6,1.653,873.41,5.698,8.162
510.63,12.36,93.74,1.738,778.19,9.17,5.605
155.32,12.18,137.93,1.809,614.52,5.077,9.293
523.23,84.85,66.84,2.547,631.91,7.541,6.313
163.74,34.58,48.71,1.205,403.72,5.843,8.411
298.64,56.63,48.88,2.591,523.78,6.169,7.137
498.65,36.89,32.69,3.047,592.72,8.179,4.78
174.96,94.66,53.42,2.933,193.67,2.84,8.923
214.63,33.34,139.56,2.531,757.25,4.981,8.017
461.13,48.67,178.7,4.357,1048.74,6.779,6.52
460.02,88.55,166.54,1.581,926.51,6.096,7.878
420.57,85.77,143.32,3.023,765.49,5.176,7.696
446.97,26.75,39.88,1.248,630.1,9.051,5.222
371.36,82.24,72.05,1.285,561.14,5.563,8.245
225.9,51.24,75.77,3.295,512.36,5.838,6.966
272.85,53.47,64.99,3.264,516.85,5.514,7.066
190.8,22.01,112.7,4.512,558.41,6.004,7.863
554.23,17.25,116.4,3.231,869.65,8.619,4.86
391.7,75.51,84.24,4.839,561.76,6.668,7.197
300.43,54.68,83.68,1.195,656.62,5.728,7.728
331.0,49.32,169.14,1.392,969.21,5.963,8.266
573.64,75.66,162.07,1.176,1118.17,7.433,7.45
176.68,78.9,75.4,1.741,408.66,4.161,9.965
393.11,24.3,184.48,3.165,1024.62,6.702,5.504
352.94,64.92,191.51,3.582,998.15,4.407,7.307
405.73,22.18,78.81,1.182,679.53,8.057,6.508
109.06,77.62,83.8,4.784,320.51,3.82,8.721
536.06,69.13,111.01,4.369,844.36,8.563,5.249
566.06,96.1,189.4,2.186,1001.61,6.154,6.965
382.57,16.21,177.74,1.309,1007.82,7.475,6.533
448.33,15.13,38.46,1.68,558.76,9.13,4.047
561.25,35.4,90.69,1.508,912.27,10.017,6.072
453.62,33.55,119.61,1.493,898.19,7.237,6.115
176.27,32.23,110.56,3.074,579.07,4.758,7.711
388.14,91.56,54.9,1.983,418.14,5.342,7.89
403.36,32.46,174.59,2.433,1031.88,5.538,7.244
312.07,34.48,141.85,4.958,786.0,6.57,6.942
468.22,78.35,170.82,3.737,919.79,5.974,7.728
567.18,50.48,174.58,4.796,1120.41,8.016,4.968
562.78,79.9,154.7,1.57,1023.3,7.213,6.822
325.42,15.88,99.06,2.529,629.63,8.215,6.49
156.62,53.88,129.9,3.219,669.57,3.635,8.433
592.42,13.03,48.87,1.307,706.22,10.926,3.745
519.45,15.64,141.26,1.017,1002.58,8.846,5.62
162.33,91.58,52.27,3.682,180.36,3.744,9.259
560.42,22.53,144.91,3.567,1012.99,8.611,3.683
534.95,57.92,61.33,2.643,762.78,7.977,5.636
359.42,47.0,41.16,2.959,544.91,7.517,5.942
395.64,41.26,49.75,2.662,576.24,7.827,6.125
299.5,90.99,20.36,1.096,254.31,5.878,8.597
127.38,11.96,149.37,2.341,619.14,3.763,8.935
267.6,69.74,151.83,1.708,818.41,4.438,9.634
501.43,96.71,112.69,1.394,705.46,7.71,8.272
102.32,60.42,49.05,4.827,253.99,4.359,8.758
266.75,94.31,35.04,3.397,196.59,5.088,8.172
299.08,14.7,23.44,3.915,275.5,8.258,5.125
368.7,47.69,49.83,2.261,602.26,7.141,6.737
559.93,33.41,180.35,2.573,1173.1,7.628,5.921
273.17,75.77,63.48,1.948,471.28,4.271,7.984
273.48,98.32,83.77,1.388,380.46,4.866,9.385
468.75,33.09,38.96,1.716,646.32,8.493,5.1
326.11,68.88,60.03,4.19,438.66,6.141,6.374
212.3,27.83,113.46,3.71,608.03,4.938,7.803
326.22,60.88,129.4,3.188,776.2,5.111,7.582
170.43,51.75,64.16,2.9,436.02,4.563,8.985
188.19,97.48,30.39,4.69,77.11,4.437,7.503
349.18,64.77,90.39,1.291,682.41,5.883,7.388
309.46,41.46,62.16,2.122,587.98,7.059,6.769
557.42,20.27,59.52,2.4,722.43,9.372,4.593
281.2,23.61,192.78,4.13,938.24,4.958,7.347
390.29,30.28,130.93,4.97,786.26,7.43,5.76
416.13,32.59,120.24,1.963,850.62,7.41,5.698
106.55,86.56,94.84,4.497,321.1,3.184,8.765
431.77,60.51,97.21,4.322,733.91,7.604,6.198
189.02,57.11,117.36,1.899,637.61,4.349,8.123
580.54,20.33,145.36,2.597,1024.4,8.855,4.374
174.33,87.41,146.39,2.639,588.47,2.36,10.15
307.31,75.05,50.9,4.913,397.84,6.406,6.337
142.67,16.09,110.02,1.724,527.85,5.428,8.727
598.44,73.71,94.15,4.197,765.42,8.142,5.718
351.1,58.92,176.69,2.337,998.86,4.48,7.239
397.69,17.36,133.66,3.923,770.66,8.067,5.032
133.54,51.25,115.85,2.68,568.21,3.276,7.681
474.98,53.62,40.77,3.313,564.42,7.622,4.831
204.95,24.92,129.01,4.33,643.42,5.687,7.482
549.03,95.11,41.1,4.217,431.01,7.234,5.4
202.57,86.5,80.7,4.466,334.61,3.613,8.672
195.34,70.21,45.71,1.238,408.7,4.245,7.868
118.27,51.61,144.57,3.768,667.97,3.784,9.316
336.03,47.06,57.13,1.56,620.43,6.735,6.549
382.42,68.59,90.53,2.663,654.38,7.167,7.111
132.85,59.09,181.22,3.194,798.96,2.424,9.517
487.76,15.6,56.78,2.611,596.03,8.629,3.715
326.64,56.13,111.4,3.078,726.02,5.274,6.685
362.2,82.58,95.47,4.986,536.55,6.082,7.522
320.38,51.33,23.26,1.541,471.01,6.827,6.947
300.38,14.68,162.7,3.702,800.14,6.462,7.079
379.82,80.77,32.43,2.584,415.97,5.826,7.096
177.62,28.12,105.37,1.532,616.37,4.913,8.088
190.96,33.28,120.92,1.635,714.63,4.529,7.326
530.89,24.82,133.12,4.797,905.87,8.062,4.254
573.06,39.72,143.95,4.518,1011.35,8.5,4.677
286.65,78.11,65.59,4.628,412.55,5.398,8.294
235.37,56.74,21.8,4.966,277.75,5.967,6.891
422.0,28.44,150.22,1.833,986.18,7.829,7.197
304.37,89.0,116.42,2.422,577.11,4.932,8.972
112.69,89.16,170.5,3.677,566.61,1.884,10.02
178.08,88.35,167.85,2.935,639.24,1.76,10.082
457.99,31.49,171.8,2.674,1068.1,6.821,6.315
429.46,50.61,107.32,2.431,824.67,6.691,5.957
113.55,98.65,80.05,3.375,173.66,2.263,9.647
210.99,79.48,162.48,3.302,733.44,2.942,9.228
215.54,12.45,101.23,1.646,538.15,6.05,7.97
435.95,15.87,53.02,2.887,558.1,8.244,3.612
109.86,51.75,173.9,3.214,777.34,2.638,10.051
152.05,91.83,178.86,3.281,601.39,2.173,9.874
499.96,58.48,103.94,1.84,883.57,7.814,5.556
189.27,54.8,33.63,3.969,304.87,4.936,7.865
426.37,19.49,89.81,1.101,753.01,9.049,6.108
219.09,69.11,164.64,2.419,785.22,3.311,9.868
149.72,83.99,182.32,4.121,685.94,1.956,10.309
221.59,44.24,56.63,3.256,471.68,5.577,8.174
461.13,79.81,32.06,2.045,506.94,6.952,6.692
527.85,96.8,177.92,3.78,889.16,6.036,7.248
515.11,28.34,90.09,3.27,792.98,7.546,4.821
298.59,57.1,117.52,4.185,688.67,6.129,7.866
434.04,35.84,194.25,3.94,1114.83,6.968,5.974
202.49,81.36,31.98,3.44,218.59,3.84,7.783
246.57,61.98,136.7,2.953,722.7,3.667,8.214
548.17,67.11,33.34,1.533,660.29,9.391,4.449
106.5,81.81,87.58,2.045,362.03,2.822,9.934
142.75,45.64,164.69,2.676,766.55,3.207,8.128
203.94,92.36,98.03,3.397,358.0,2.541,9.127
113.27,57.97,199.49,3.055,845.74,2.28,10.344
190.72,24.22,120.63,2.153,640.38,5.222,7.523
391.52,72.63,77.81,1.026,664.41,7.034,8.356
310.71,81.39,59.62,2.985,443.22,4.516,6.927
546.34,38.51,83.09,2.143,855.76,8.212,5.568
508.72,87.15,87.06,3.938,625.92,7.158,6.571
270.91,91.55,32.37,1.096,268.15,5.803,7.716
229.71,34.92,86.52,3.339,563.11,4.892,8.429
289.85,98.52,103.56,4.766,401.02,5.046,8.211
395.15,22.66,150.09,1.698,925.75,7.307,6.072
234.03,28.18,138.21,2.887,728.01,5.595,6.786
412.07,26.58,147.58,1.366,937.21,7.473,6.457
304.71,90.46,21.51,3.503,189.04,4.31,7.377
376.02,68.89,59.18,3.202,555.34,6.122,6.741
318.06,23.69,139.1,2.629,809.28,6.651,6.619
247.23,49.63,107.12,3.086,664.66,4.589,7.973
574.23,65.38,20.96,4.586,557.48,9.051,4.007
481.8,17.51,164.81,1.785,1044.83,8.06,4.816
170.06,89.42,159.11,1.09,639.34,2.031,10.511
534.23,82.32,118.72,4.447,797.39,7.933,4.865
343.72,55.47,31.96,3.308,460.87,6.216,6.418
547.28,97.04,157.97,4.563,801.15,6.809,6.254
499.93,47.6,125.07,3.388,936.26,7.441,5.745
312.61,98.57,160.75,4.241,620.2,4.561,9.449
111.23,70.11,155.31,2.719,668.78,2.731,9.477
234.34,67.12,164.54,3.999,782.27,3.99,9.115
370.82,24.94,113.24,4.652,708.44,7.131,5.302
416.74,89.37,45.26,3.288,439.04,6.468,7.69
228.94,48.47,140.81,1.723,811.03,4.189,8.331
169.68,24.6,131.69,2.075,676.64,5.27,7.655
517.47,11.13,153.61,1.795,981.06,8.347,5.536
592.2,60.38,50.58,1.987,774.53,9.511,4.765
362.85,57.47,55.1,2.226,589.4,6.728,6.284
185.84,74.74,180.27,3.221,779.19,3.159,9.353
236.15,90.12,155.0,3.352,621.61,3.281,9.337
109.2,17.15,183.48,2.706,746.31,3.159,9.335
557.15,75.83,156.57,3.462,951.9,6.571,5.378
158.88,26.87,127.49,1.326,671.66,5.446,8.424
388.26,87.24,137.74,1.351,760.47,5.614,8.796
237.03,83.72,180.04,1.687,828.43,4.056,10.006
377.09,58.67,124.19,3.072,811.83,5.959,7.719
425.71,73.92,133.83,1.856,840.74,5.772,7.556
514.87,38.29,48.17,2.133,698.09,8.547,4.779
203.21,52.41,105.31,2.601,605.64,4.608,8.515
105.5,83.95,148.95,4.247,525.4,1.62,9.939
168.44,51.33,68.77,1.055,508.24,5.904,8.368
550.01,42.2,56.41,3.598,738.65,9.086,4.609
536.95,54.48,76.49,3.676,762.28,8.731,4.675
398.71,84.54,63.47,4.195,465.97,5.662,6.417
400.26,40.17,58.68,4.731,554.76,8.401,4.907
432.52,25.64,96.47,1.081,805.07,9.252,6.626
187.69,74.08,183.41,1.615,842.76,2.846,8.46
557.21,84.34,111.27,4.545,767.62,7.856,6.02
309.39,19.06,53.83,2.834,469.97,7.051,5.802
291.57,31.59,33.85,3.258,424.9,6.115,5.136
359.46,22.78,145.31,3.652,852.44,6.916,6.32
123.48,41.31,88.9,3.716,467.72,4.726,8.264
183.14,50.53,167.93,4.727,774.58,4.087,8.607
469.02,77.39,138.71,4.988,798.72,7.243,5.135
141.4,68.6,163.32,3.881,681.64,2.408,10.079
401.58,65.88,68.95,2.149,641.16,6.092,6.44
222.67,41.71,144.62,4.519,748.07,5.191,7.904
294.65,85.73,67.53,1.197,453.74,5.431,8.902
244.35,52.42,189.03,1.924,962.71,4.124,8.492
277.84,98.12,134.55,4.59,482.28,4.449,9.02
459.52,67.07,78.41,2.025,712.55,7.401,6.32
248.56,21.36,68.51,1.883,508.15,6.95,5.737
383.2,70.86,54.37,1.553,544.57,6.692,7.722
338.03,39.26,145.04,4.436,850.28,6.568,6.205
431.84,71.77,59.37,3.0,575.37,6.393,5.965
568.41,16.27,127.15,3.7,922.23,10.026,3.901
466.29,25.74,67.63,1.956,681.72,8.307,5.267
207.47,87.02,139.15,4.032,563.74,4.328,9.104
115.59,30.45,166.69,4.04,721.68,4.006,8.718
231.13,85.33,160.04,2.25,709.71,2.901,8.967
397.54,35.13,156.95,2.643,947.5,7.042,6.279
125.71,67.86,53.79,1.839,355.87,4.198,8.958
348.18,72.47,35.91,4.906,363.3,7.051,7.225
398.42,56.14,145.81,3.582,894.48,6.564,6.823
267.12,37.48,86.3,4.738,571.01,6.514,6.972
485.46,29.14,97.82,2.214,838.98,8.08,5.324
153.3,12.99,25.61,4.128,174.73,6.729,5.939
137.57,37.36,66.72,4.063,379.0,5.013,7.345
464.09,68.78,26.06,3.767,500.3,7.898,5.397
347.75,94.45,178.25,4.863,728.14,3.745,8.677
444.2,88.41,63.81,2.574,482.16,6.501,7.652
