episode,step,temperature_C,pressure_Torr,precursor_flow_sccm,carrier_flow_sccm,rf_power_W,deposition_time_s,current_thickness_nm,film_uniformity_pct,defect_rate_pct,action,reward,next_thickness_nm,done
37,26,703.824,1.1041,59.21,85.752,97.355,11.816,130.0,98.53,0.419,increase_temperature,23.744,138.449,False
37,27,706.134,1.1009,57.729,85.47,95.988,11.989,130.0,96.28,0.633,increase_temperature,17.611,138.298,False
37,28,708.314,1.1406,57.966,85.416,97.747,11.816,130.0,96.928,0.414,increase_temperature,20.703,138.267,False
37,29,708.569,1.1296,57.724,85.962,100.928,11.562,130.0,96.551,0.459,increase_rf_power,19.881,137.888,False
37,30,707.38,1.1246,58.309,86.442,98.286,11.95,130.0,96.432,0.617,decrease_rf_power,17.82,138.648,False
37,31,708.034,1.1207,58.668,86.404,99.649,12.006,130.0,95.654,0.567,increase_rf_power,16.861,138.324,False
37,32,707.286,1.1402,59.149,85.882,102.207,12.067,130.0,96.935,0.661,increase_rf_power,18.437,138.67,False
37,33,705.86,1.1321,57.912,86.972,100.751,11.926,130.0,97.182,0.377,decrease_rf_power,21.522,138.224,False
37,34,701.373,1.1436,55.798,88.254,104.647,11.877,130.0,97.188,0.526,decrease_temperature,20.157,138.508,False
37,35,700.461,1.0844,55.718,90.816,105.985,11.723,130.0,97.84,0.403,increase_carrier_flow,22.869,137.916,False
37,36,705.714,1.0715,56.721,91.958,104.235,11.595,130.0,97.213,0.533,increase_temperature,20.516,138.025,False
37,37,702.442,1.0879,57.008,91.863,105.138,11.473,130.0,96.967,0.416,decrease_temperature,21.215,137.679,False
37,38,706.803,1.1107,56.04,94.917,104.055,11.481,130.0,95.848,0.485,increase_temperature,18.241,137.943,False
37,39,705.656,1.1158,56.41,94.801,103.746,11.801,130.0,97.269,0.496,decrease_temperature,20.838,138.108,False
38,0,700.886,0.8432,63.096,104.702,96.967,9.56,2.92,97.102,0.402,observe,10.165,8.235,False
38,1,697.937,0.8285,64.231,103.534,94.927,9.571,8.235,96.238,0.769,decrease_temperature,5.719,13.722,False
38,2,697.406,0.8313,63.829,104.194,98.014,10.07,13.722,97.659,0.633,increase_rf_power,9.874,19.331,False
38,3,699.356,0.829,63.642,105.597,100.401,10.54,19.331,96.905,0.343,increase_rf_power,11.069,25.377,False
38,4,696.133,0.8191,62.541,106.818,97.126,10.39,25.377,97.772,0.559,decrease_rf_power,11.676,30.97,False
38,5,697.038,0.824,63.445,108.094,97.042,9.881,30.97,96.921,0.624,increase_carrier_flow,10.299,36.468,False
38,6,695.563,0.8526,63.458,106.713,95.897,10.459,36.468,97.631,0.545,decrease_temperature,13.488,42.748,False
38,7,694.185,0.8355,63.643,106.452,94.673,10.35,42.748,96.692,0.759,decrease_temperature,11.468,48.47,False
38,8,691.159,0.8442,65.023,106.177,93.351,10.627,48.47,96.69,0.666,decrease_temperature,14.408,54.425,False
38,9,687.419,0.8404,63.759,106.16,96.138,11.184,54.425,97.484,0.812,decrease_temperature,18.007,60.617,False
38,10,686.652,0.7923,65.386,104.586,99.595,11.345,60.617,96.923,0.971,increase_rf_power,19.727,66.268,False
38,11,689.724,0.7795,64.674,104.736,99.182,11.705,66.268,95.559,0.78,increase_temperature,24.683,72.387,False
38,12,689.365,0.7804,64.923,106.534,101.626,11.48,72.387,96.43,0.625,increase_rf_power,35.994,78.242,False
38,13,689.147,0.8265,63.211,106.498,101.486,11.566,78.242,95.861,0.618,decrease_precursor_flow,46.843,84.297,False
38,14,691.809,0.8019,62.711,109.655,99.65,11.669,84.297,97.675,0.566,increase_carrier_flow,68.471,90.623,False
38,15,690.382,0.8095,64.64,108.513,98.416,11.795,90.623,97.313,0.661,increase_precursor_flow,92.934,97.151,False
38,16,689.318,0.8149,65.902,108.155,98.36,11.487,97.151,96.887,0.848,increase_precursor_flow,85.66,103.928,False
38,17,689.378,0.817,64.402,104.929,101.49,11.51,103.928,95.906,0.669,decrease_carrier_flow,61.382,110.23,False
38,18,691.502,0.8605,63.781,105.936,101.965,11.474,110.23,96.569,0.785,increase_temperature,43.148,117.411,False
38,19,692.265,0.8601,65.153,106.372,101.724,11.888,117.411,97.702,0.376,increase_precursor_flow,35.709,124.885,False
38,20,693.145,0.8654,65.118,107.286,102.375,12.091,124.885,97.928,0.737,increase_carrier_flow,24.875,132.188,False
38,21,694.23,0.8777,66.275,108.819,102.094,12.388,130.0,98.243,0.75,increase_carrier_flow,20.788,137.92,False
38,22,692.979,0.936,64.173,109.775,100.353,12.953,130.0,96.534,0.607,decrease_precursor_flow,17.933,138.675,False
38,23,691.551,0.9284,63.845,108.648,101.028,13.07,130.0,95.877,0.683,decrease_temperature,16.315,138.19,False
38,24,692.615,0.9466,64.396,111.007,103.521,13.874,130.0,95.767,0.484,increase_rf_power,16.207,140.352,False
38,25,692.6,0.9592,64.32,112.063,102.845,13.666,130.0,96.873,0.718,increase_carrier_flow,17.317,139.149,False
38,26,691.627,0.952,64.89,111.764,105.637,13.39,130.0,97.121,0.731,increase_rf_power,18.02,138.719,False
38,27,689.897,0.9856,66.815,110.823,109.355,12.676,130.0,96.184,0.851,increase_rf_power,14.87,139.39,False
38,28,687.974,0.9839,66.005,110.502,113.93,12.643,130.0,96.409,0.954,increase_rf_power,14.52,139.355,False
38,29,684.723,0.9767,65.469,112.808,114.393,12.017,130.0,95.888,0.967,decrease_temperature,14.654,137.546,False
38,30,686.333,0.9692,64.92,113.883,111.569,12.154,130.0,96.485,0.869,decrease_rf_power,16.218,138.136,False
38,31,686.537,0.9816,63.586,114.805,114.136,12.25,130.0,96.584,0.905,increase_rf_power,16.078,138.18,False
38,32,686.668,0.9529,64.406,112.353,114.843,12.135,130.0,96.746,0.799,decrease_carrier_flow,17.618,137.665,False
38,33,687.692,0.9544,63.789,114.361,115.355,12.324,130.0,97.593,0.88,increase_carrier_flow,18.209,138.298,False
38,34,687.087,0.9186,63.996,116.003,116.241,11.291,130.0,97.156,0.841,increase_carrier_flow,18.615,137.112,False
38,35,689.064,0.9343,63.31,117.91,113.072,11.274,130.0,96.037,0.815,decrease_rf_power,16.613,137.072,False
38,36,691.684,0.9655,64.034,115.366,109.732,11.324,130.0,96.439,0.869,decrease_rf_power,16.576,137.654,False
38,37,691.896,0.9791,65.022,115.448,116.21,11.042,130.0,95.949,0.897,increase_rf_power,15.545,137.458,False
38,38,693.5,0.9655,64.158,117.525,117.114,11.465,130.0,96.94,0.768,increase_carrier_flow,18.314,137.721,False
38,39,692.252,0.9619,62.974,118.267,119.017,11.762,130.0,96.453,0.893,increase_rf_power,16.205,137.859,False
39,0,660.013,1.0715,46.171,133.006,94.934,10.985,6.998,96.796,1.087,observe,3.939,10.498,False
39,1,662.378,1.1218,46.627,131.961,96.551,10.987,10.498,96.252,0.982,increase_temperature,3.863,14.383,False
39,2,662.022,1.1419,47.138,134.699,98.236,11.115,14.383,96.16,0.954,increase_carrier_flow,4.092,18.34,False
39,3,660.623,1.0779,46.13,137.102,99.158,11.002,18.34,95.369,1.071,increase_carrier_flow,1.833,22.029,False
39,4,663.178,1.0749,44.358,136.481,102.356,11.079,22.029,98.332,0.937,increase_rf_power,9.112,25.593,False
39,5,662.692,1.0489,43.322,135.803,103.946,11.467,25.593,95.867,1.117,increase_rf_power,3.039,29.222,False
39,6,663.708,1.0549,43.597,135.634,104.192,11.412,29.222,98.16,1.072,increase_temperature,8.475,33.157,False
39,7,663.694,1.0613,42.939,136.782,105.295,11.286,33.157,96.55,0.995,increase_carrier_flow,6.466,36.98,False
39,8,664.398,1.0673,43.9,138.029,105.022,11.144,36.98,96.824,1.083,increase_carrier_flow,7.045,40.8,False
39,9,665.001,1.065,44.897,137.018,111.22,11.373,40.8,96.602,1.133,increase_rf_power,7.051,44.651,False
39,10,664.302,1.0276,43.858,137.831,106.834,10.938,44.651,96.322,1.017,decrease_rf_power,8.539,48.345,False
39,11,663.312,0.9909,44.342,136.621,105.494,11.042,48.345,96.001,0.926,decrease_rf_power,9.816,51.814,False
39,12,664.047,0.9928,43.825,135.065,105.526,11.187,51.814,97.661,1.134,decrease_carrier_flow,12.965,55.4,False
39,13,663.833,1.0113,43.873,135.133,108.767,10.917,55.4,97.286,1.126,increase_rf_power,14.136,58.926,False
39,14,663.094,0.9686,41.603,138.247,109.538,10.742,58.926,95.575,1.134,increase_carrier_flow,12.613,62.055,False
39,15,661.213,0.9333,39.498,135.85,112.092,10.446,62.055,96.749,1.252,increase_rf_power,15.988,64.706,False
39,16,660.615,0.9366,39.081,137.656,116.783,10.881,64.706,95.606,1.304,increase_rf_power,15.26,67.135,False
39,17,661.542,0.8934,37.338,139.616,115.385,10.435,67.135,96.083,1.243,increase_carrier_flow,18.899,69.378,False
39,18,662.025,0.869,35.594,141.753,116.381,10.334,69.378,96.687,1.384,increase_carrier_flow,21.261,71.483,False
39,19,664.318,0.8544,35.644,142.356,115.005,10.306,71.483,95.976,1.183,increase_temperature,24.088,73.656,False
39,20,665.462,0.8621,35.441,143.031,114.093,10.105,73.656,96.135,1.22,increase_temperature,27.283,75.952,False
39,21,664.276,0.8576,34.889,145.318,114.884,10.109,75.952,96.141,1.247,increase_carrier_flow,30.28,78.021,False
39,22,662.971,0.8769,35.276,141.563,114.49,10.147,78.021,95.834,1.161,decrease_carrier_flow,34.081,80.166,False
39,23,657.309,0.8525,35.559,136.726,112.381,9.57,80.166,97.145,1.378,decrease_temperature,38.353,81.868,False
39,24,657.094,0.8735,35.58,136.403,114.698,9.712,81.868,95.649,1.383,increase_rf_power,39.14,83.67,False
39,25,658.928,0.8651,36.811,134.832,118.282,9.853,83.67,96.096,1.342,increase_rf_power,44.745,85.534,False
39,26,658.995,0.8529,36.678,136.245,119.578,9.516,85.534,95.853,1.436,increase_carrier_flow,48.13,87.285,False
39,27,657.646,0.8927,37.492,135.306,117.773,9.447,87.285,96.665,1.476,decrease_rf_power,54.872,89.162,False
39,28,657.716,0.9096,38.315,135.394,118.779,9.625,89.162,95.263,1.334,increase_rf_power,59.809,91.221,False
39,29,657.139,0.892,36.842,136.408,119.645,9.224,91.221,95.56,1.444,decrease_precursor_flow,65.939,92.992,False
39,30,654.975,0.8581,37.361,134.107,119.064,9.126,92.992,95.873,1.595,decrease_carrier_flow,71.637,94.585,False
39,31,651.776,0.88,34.849,136.197,113.956,9.857,94.585,96.59,1.594,decrease_rf_power,79.433,96.092,False
39,32,650.903,0.871,34.012,137.378,112.898,9.611,96.092,95.013,1.501,increase_carrier_flow,83.686,97.516,False
39,33,651.117,0.855,33.521,139.681,112.387,9.503,97.516,95.897,1.448,increase_carrier_flow,142.577,98.846,True
39,34,651.972,0.8614,31.732,142.372,116.039,9.263,98.846,95.554,1.45,increase_rf_power,147.741,100.069,True
39,35,654.7,0.8497,33.354,141.135,115.759,9.643,100.069,95.689,1.584,increase_temperature,139.067,101.539,False
39,36,653.588,0.8181,31.895,142.011,116.731,9.962,101.539,94.355,1.363,decrease_precursor_flow,81.582,102.869,False
39,37,659.324,0.8313,32.032,142.429,113.152,9.723,102.869,95.989,1.353,increase_temperature,77.292,104.566,False
39,38,656.871,0.8184,31.716,145.502,112.682,9.366,104.566,95.614,1.359,increase_carrier_flow,70.767,105.958,False
39,39,657.675,0.8486,31.855,144.307,111.359,8.869,105.958,95.751,1.354,decrease_rf_power,65.686,107.385,False
40,0,683.223,1.0798,42.546,118.761,98.385,12.904,4.1,98.328,0.68,observe,9.953,10.044,False
40,1,685.885,1.0401,45.234,118.201,100.153,13.164,10.044,97.894,0.68,increase_precursor_flow,9.335,16.438,False
40,2,684.459,1.0226,45.279,118.028,103.635,13.375,16.438,97.624,0.505,increase_rf_power,10.578,22.851,False
40,3,683.228,1.0297,46.395,118.328,107.281,13.635,22.851,97.038,0.737,increase_rf_power,8.112,29.386,False
40,4,682.331,1.068,45.286,118.802,109.12,13.541,29.386,97.025,0.802,increase_rf_power,8.427,35.804,False
40,5,681.331,1.0413,46.437,119.401,111.639,13.769,35.804,97.781,0.712,increase_rf_power,11.995,42.899,False
40,6,682.272,1.0274,45.982,117.282,110.924,13.933,42.899,96.266,0.635,decrease_carrier_flow,11.411,49.499,False
40,7,686.496,1.0355,45.158,117.975,116.397,14.119,49.499,98.774,0.584,increase_rf_power,19.286,55.682,False
40,8,686.084,1.0072,44.418,118.401,111.219,14.092,55.682,96.384,0.604,decrease_rf_power,18.313,62.554,False
40,9,685.805,0.9987,43.823,116.619,112.517,14.27,62.554,96.291,0.751,decrease_carrier_flow,22.13,68.829,False
40,10,683.875,1.0032,45.291,116.529,109.483,14.388,68.829,96.946,0.77,decrease_rf_power,31.225,75.508,False
40,11,685.257,1.0041,45.23,119.624,112.485,14.638,75.508,96.232,0.821,increase_carrier_flow,41.393,82.439,False
40,12,685.546,0.9896,44.987,118.175,115.128,14.843,82.439,96.843,0.7,increase_rf_power,61.14,89.33,False
40,13,681.286,0.9543,44.245,116.836,115.851,15.086,89.33,97.746,0.794,decrease_temperature,85.108,95.581,False
40,14,681.015,0.953,45.337,116.995,116.185,14.59,95.581,97.549,0.685,increase_precursor_flow,149.06,101.573,True
40,15,683.701,0.9655,44.589,115.746,120.925,15.013,101.573,96.801,0.794,increase_rf_power,69.019,108.027,False
40,16,683.97,0.9487,44.511,118.462,120.686,14.699,108.027,96.733,0.784,increase_carrier_flow,51.025,113.962,False
40,17,684.463,0.9082,45.201,116.872,120.802,14.597,113.962,96.772,0.997,decrease_carrier_flow,35.718,120.32,False
40,18,685.585,0.9438,44.992,117.39,123.848,14.869,120.32,96.386,0.825,increase_rf_power,26.475,126.826,False
40,19,687.86,0.9775,44.399,116.274,121.588,15.118,126.826,97.311,0.819,increase_temperature,21.408,133.437,False
40,20,686.77,1.0166,42.937,118.764,122.385,14.496,130.0,97.337,0.773,increase_carrier_flow,19.214,136.868,False
40,21,684.841,0.9773,45.353,117.379,119.226,14.576,130.0,96.088,0.879,decrease_rf_power,16.335,136.21,False
40,22,685.769,0.9677,45.371,116.715,119.071,14.348,130.0,96.363,0.726,increase_temperature,18.041,136.348,False
40,23,687.857,0.9869,44.439,114.923,118.678,14.994,130.0,96.736,0.756,increase_temperature,18.228,136.652,False
40,24,687.639,0.9755,45.594,115.605,120.793,15.171,130.0,97.916,0.866,increase_rf_power,19.259,137.249,False
40,25,692.289,1.0059,44.924,116.876,122.569,15.747,130.0,97.199,0.634,increase_temperature,19.522,137.348,False
40,26,693.314,1.0005,45.404,114.76,124.552,15.809,130.0,98.185,0.651,decrease_carrier_flow,21.094,137.714,False
40,27,693.999,1.0031,45.602,118.093,124.711,15.639,130.0,96.559,0.539,increase_carrier_flow,18.46,138.162,False
40,28,692.517,0.9719,43.802,117.549,124.536,15.993,130.0,97.079,0.652,decrease_precursor_flow,19.056,137.408,False
40,29,694.287,1.0067,44.196,118.182,121.374,16.309,130.0,97.041,0.604,decrease_rf_power,18.689,138.337,False
40,30,693.963,0.9962,43.836,119.154,122.073,16.61,130.0,96.146,0.63,increase_carrier_flow,16.917,137.927,False
40,31,692.837,0.9915,45.631,122.087,124.164,16.646,130.0,96.843,0.624,increase_carrier_flow,18.54,137.658,False
40,32,696.098,0.9513,46.015,120.775,124.14,16.846,130.0,96.675,0.697,increase_temperature,17.203,138.236,False
40,33,694.773,0.9575,47.017,121.273,122.817,16.762,130.0,96.004,0.56,decrease_temperature,16.842,138.429,False
40,34,695.977,0.9465,45.564,123.3,120.068,16.702,130.0,96.543,0.541,decrease_rf_power,18.58,137.674,False
40,35,697.405,0.9493,46.548,122.386,125.401,16.131,130.0,97.916,0.654,increase_rf_power,20.801,137.252,False
40,36,698.088,0.9601,47.119,122.836,122.986,16.376,130.0,97.782,0.716,decrease_rf_power,19.332,138.238,False
40,37,698.749,0.9294,48.892,121.308,123.831,16.299,130.0,97.357,0.577,increase_precursor_flow,19.843,137.879,False
40,38,699.775,0.909,48.717,120.154,123.333,16.264,130.0,96.656,0.373,decrease_carrier_flow,19.824,138.256,False
40,39,702.565,0.9202,48.586,119.498,120.966,16.845,130.0,95.672,0.591,increase_temperature,16.078,138.182,False
41,0,650.872,1.4953,36.668,103.5,118.011,9.076,6.579,96.195,1.565,observe,-0.886,8.113,False
41,1,651.362,1.5035,36.199,103.191,120.923,9.501,8.113,95.778,1.617,increase_rf_power,-2.145,9.571,False
41,2,655.126,1.548,35.403,105.103,121.069,9.814,9.571,95.033,1.55,increase_temperature,-3.083,11.229,False
41,3,657.137,1.5475,35.157,102.746,122.778,9.876,11.229,95.621,1.498,decrease_carrier_flow,-1.437,12.876,False
41,4,656.02,1.5476,33.407,104.77,122.818,9.547,12.876,96.53,1.572,increase_carrier_flow,-0.096,14.26,False
41,5,656.441,1.5692,34.268,105.062,122.183,9.422,14.26,96.818,1.503,increase_precursor_flow,1.129,15.781,False
41,6,659.394,1.5785,34.649,108.669,126.314,9.925,15.781,97.374,1.483,increase_rf_power,2.416,17.418,False
41,7,658.939,1.5245,34.975,107.044,127.335,9.577,17.418,96.241,1.668,decrease_carrier_flow,-1.167,19.298,False
41,8,656.893,1.5633,33.172,107.356,125.756,9.442,19.298,95.126,1.442,decrease_temperature,-1.477,20.744,False
41,9,656.008,1.5662,34.336,107.799,128.672,8.999,20.744,96.226,1.597,increase_rf_power,-0.349,22.121,False
41,10,654.286,1.5895,33.805,106.633,129.89,9.001,22.121,95.22,1.538,decrease_temperature,-1.797,23.347,False
41,11,653.494,1.617,34.049,108.071,131.18,8.817,23.347,94.92,1.599,increase_carrier_flow,-2.776,24.419,False
41,12,651.997,1.6416,35.02,111.389,129.271,9.296,24.419,95.45,1.698,increase_carrier_flow,-2.476,25.609,False
41,13,654.479,1.6401,34.884,110.448,123.37,9.317,25.609,95.052,1.604,decrease_rf_power,-2.408,26.817,False
41,14,651.576,1.6602,35.367,109.848,123.212,8.96,26.817,95.903,1.642,decrease_temperature,-0.853,27.903,False
41,15,652.58,1.6442,33.848,111.284,124.934,8.8,27.903,96.567,1.721,increase_rf_power,-0.023,28.975,False
41,16,651.451,1.607,32.531,110.816,128.59,8.581,28.975,95.156,1.642,increase_rf_power,-2.065,29.974,False
41,17,651.428,1.575,33.615,110.599,134.788,8.229,29.974,96.487,1.679,increase_rf_power,0.484,31.083,False
41,18,650.638,1.5519,32.705,110.598,134.839,7.748,31.083,95.317,1.736,decrease_precursor_flow,-2.109,32.138,False
41,19,649.386,1.5452,32.348,110.594,134.803,7.99,32.138,95.973,1.754,decrease_temperature,-0.853,33.112,False
41,20,649.848,1.5392,33.351,111.078,134.408,7.933,33.112,95.55,1.725,increase_precursor_flow,-1.316,34.124,False
41,21,648.731,1.5583,34.179,113.753,132.899,8.133,34.124,96.091,1.617,increase_carrier_flow,0.739,35.058,False
41,22,646.762,1.5666,33.557,112.616,131.687,8.352,35.058,95.469,1.739,decrease_temperature,-1.376,35.96,False
41,23,648.402,1.5878,31.722,114.183,130.16,8.423,35.96,95.706,1.96,decrease_precursor_flow,-2.537,36.84,False
41,24,648.656,1.5763,31.49,111.98,133.782,8.517,36.84,94.693,1.781,increase_rf_power,-2.992,37.737,False
41,25,650.52,1.5476,32.603,111.842,131.457,8.377,37.737,94.589,1.647,decrease_rf_power,-1.903,38.869,False
41,26,652.425,1.553,31.812,113.29,133.987,8.476,38.869,95.139,1.725,increase_rf_power,-1.237,39.947,False
41,27,649.801,1.5862,33.512,112.936,134.878,8.832,39.947,96.522,1.607,decrease_temperature,2.645,41.063,False
41,28,649.17,1.5987,33.018,115.61,138.951,8.587,41.063,94.718,1.784,increase_rf_power,-2.14,42.004,False
41,29,648.719,1.6225,32.13,111.685,134.94,8.279,42.004,95.479,1.707,decrease_rf_power,0.232,42.829,False
41,30,646.297,1.5993,31.014,110.853,133.446,8.485,42.829,95.11,1.788,decrease_temperature,-0.999,43.609,False
41,31,647.915,1.5955,32.065,109.124,133.323,8.313,43.609,95.377,1.927,decrease_carrier_flow,-1.34,44.443,False
41,32,646.209,1.5923,30.752,106.936,131.355,8.178,44.443,95.213,1.686,decrease_carrier_flow,0.479,45.217,False
41,33,644.957,1.6048,29.394,106.403,132.087,7.943,45.217,94.201,1.937,decrease_precursor_flow,-3.336,45.903,False
41,34,645.689,1.6062,30.519,105.909,130.542,8.355,45.903,94.856,1.818,decrease_rf_power,-0.908,46.715,False
41,35,647.779,1.6043,31.113,107.079,129.137,8.48,46.715,94.594,1.692,increase_temperature,-0.185,47.57,False
41,36,646.474,1.6275,32.075,108.204,130.237,8.604,47.57,95.714,1.837,decrease_temperature,1.131,48.392,False
41,37,643.665,1.6077,31.046,109.865,134.372,7.954,48.392,95.37,1.97,increase_rf_power,-0.295,49.105,False
41,38,644.678,1.6437,31.256,107.82,134.108,8.108,49.105,95.716,1.871,decrease_carrier_flow,1.383,49.77,False
41,39,643.487,1.6166,30.864,108.127,129.209,7.874,49.77,94.956,1.951,decrease_rf_power,-0.527,50.383,False
42,0,732.902,1.0644,35.287,119.604,82.004,10.428,0.119,96.213,1.198,observe,1.74,3.122,False
42,1,731.193,1.0714,35.482,118.944,83.668,10.737,3.122,95.664,1.163,decrease_temperature,0.968,6.431,False
42,2,729.37,1.0738,34.574,120.859,85.627,11.083,6.431,96.212,1.083,increase_rf_power,2.773,9.946,False
42,3,732.853,1.0697,33.22,122.371,85.986,11.534,9.946,96.275,1.316,increase_temperature,1.093,13.123,False
42,4,729.776,1.0551,32.332,119.078,88.169,11.367,13.123,96.664,1.185,decrease_carrier_flow,3.108,16.427,False
42,5,728.865,1.036,32.422,120.457,88.043,11.157,16.427,96.497,1.081,increase_carrier_flow,3.812,19.457,False
42,6,728.722,1.03,31.978,120.897,89.429,11.746,19.457,97.476,1.053,increase_rf_power,6.137,22.829,False
42,7,725.52,1.0296,32.836,121.949,92.458,10.985,22.829,96.72,0.903,decrease_temperature,6.235,26.329,False
42,8,726.967,1.0339,33.217,123.448,93.533,10.543,26.329,95.354,1.09,increase_carrier_flow,2.394,29.502,False
42,9,729.763,1.0028,32.546,122.124,92.399,10.667,29.502,96.844,1.2,increase_temperature,4.82,32.374,False
42,10,731.967,0.9749,33.932,124.323,96.28,10.62,32.374,95.744,1.027,increase_rf_power,4.397,35.124,False
42,11,731.99,0.9961,35.238,123.595,96.184,10.588,35.124,97.03,1.124,increase_precursor_flow,6.681,38.044,False
42,12,732.274,1.005,35.854,124.503,94.087,10.857,38.044,96.171,1.125,decrease_rf_power,5.522,41.19,False
42,13,732.962,1.0321,34.807,126.491,94.145,10.706,41.19,95.727,0.984,increase_carrier_flow,6.47,44.144,False
42,14,734.317,1.0816,33.19,125.065,96.024,10.692,44.144,96.416,1.09,increase_rf_power,7.801,47.109,False
42,15,733.866,1.022,32.046,126.487,99.004,11.114,47.109,94.851,1.086,increase_rf_power,5.552,49.956,False
42,16,736.515,1.0626,33.409,126.133,95.738,11.101,49.956,97.515,1.2,decrease_rf_power,11.024,52.784,False
42,17,736.548,1.0644,33.809,127.073,93.926,10.784,52.784,95.224,1.322,decrease_rf_power,6.782,55.693,False
42,18,732.727,1.0498,34.781,127.073,90.635,10.912,55.693,96.202,1.092,decrease_temperature,12.177,58.812,False
42,19,732.658,1.0353,37.215,126.713,89.701,10.75,58.812,95.257,1.152,increase_precursor_flow,11.973,62.258,False
42,20,732.179,0.9997,36.396,127.189,87.54,10.828,62.258,96.396,1.036,decrease_rf_power,17.645,65.568,False
42,21,730.486,0.9926,36.044,127.417,88.321,11.347,65.568,95.485,1.214,decrease_temperature,17.325,68.903,False
42,22,733.012,0.9984,35.797,128.35,87.793,10.73,68.903,96.854,1.288,increase_temperature,22.84,71.948,False
42,23,731.55,1.004,36.045,128.479,88.08,10.741,71.948,96.786,1.237,decrease_temperature,27.128,75.093,False
42,24,730.037,0.9997,35.623,127.63,84.04,10.748,75.093,96.071,1.15,decrease_rf_power,31.27,78.293,False
42,25,730.874,1.035,35.203,125.873,83.814,11.313,78.293,96.678,1.255,decrease_carrier_flow,37.353,81.476,False
42,26,726.143,1.0453,35.806,125.472,82.198,11.136,81.476,96.069,1.04,decrease_temperature,45.797,85.08,False
42,27,725.454,1.075,34.592,122.848,85.215,11.079,85.08,96.327,1.066,increase_rf_power,55.757,88.671,False
42,28,724.406,1.0877,33.63,122.395,79.678,11.43,88.671,96.737,1.12,decrease_rf_power,68.147,92.342,False
42,29,725.506,1.0875,34.018,120.953,76.75,11.4,92.342,97.219,1.151,decrease_rf_power,83.096,95.887,False
42,30,724.073,1.0807,34.151,120.851,77.43,11.421,95.887,94.748,1.06,decrease_temperature,146.227,99.438,False
42,31,725.194,1.0716,35.387,120.781,80.823,11.766,99.438,95.516,1.072,increase_rf_power,82.986,103.507,False
42,32,727.639,1.0784,35.942,118.699,85.62,11.529,103.507,96.269,0.872,increase_rf_power,71.461,107.04,False
42,33,725.469,1.1424,35.562,116.558,85.683,11.259,107.04,96.021,1.035,decrease_temperature,56.115,111.077,False
42,34,723.175,1.2074,36.065,116.339,84.95,11.093,111.077,96.183,1.091,decrease_temperature,45.298,115.056,False
42,35,722.07,1.1541,34.899,117.731,84.32,11.053,115.056,96.076,1.018,increase_carrier_flow,36.763,119.201,False
42,36,720.734,1.1685,34.508,117.369,86.37,11.277,119.201,96.368,1.056,increase_rf_power,30.007,123.299,False
42,37,721.913,1.1588,33.855,118.906,86.658,11.228,123.299,96.865,0.953,increase_carrier_flow,26.405,127.27,False
42,38,724.32,1.1902,34.387,120.968,86.68,11.436,127.27,97.333,1.058,increase_temperature,21.993,131.368,False
42,39,725.582,1.2392,33.847,120.735,86.143,11.325,130.0,97.503,0.945,increase_temperature,21.299,133.501,False
43,0,744.133,0.9513,46.712,121.209,72.701,12.169,0.039,97.197,1.291,observe,2.699,3.147,False
43,1,743.497,0.9807,48.685,119.719,70.854,12.284,3.147,95.734,1.367,increase_precursor_flow,-0.76,6.438,False
43,2,746.595,0.948,50.183,118.857,71.719,12.761,6.438,96.057,1.45,increase_temperature,-0.741,9.645,False
43,3,746.249,0.961,49.979,120.149,68.233,12.457,9.645,96.141,1.286,decrease_rf_power,0.904,12.62,False
43,4,744.865,0.9333,51.458,118.663,65.017,12.531,12.62,95.979,1.432,decrease_rf_power,-0.434,16.048,False
43,5,747.447,0.9553,51.884,117.789,66.157,12.123,16.048,97.087,1.575,increase_temperature,0.866,18.99,False
43,6,748.322,0.9071,50.676,116.77,65.728,11.748,18.99,97.303,1.522,decrease_precursor_flow,1.95,21.569,False
43,7,748.76,0.8816,49.037,114.928,61.529,11.771,21.569,95.273,1.554,decrease_rf_power,-2.191,23.967,False
43,8,751.698,0.9306,49.807,114.666,63.374,12.176,23.967,97.087,1.513,increase_temperature,1.903,26.224,False
43,9,750.628,0.9217,50.127,112.999,62.662,12.334,26.224,96.333,1.519,decrease_carrier_flow,0.576,28.774,False
43,10,752.015,0.9481,51.124,113.64,65.01,12.595,28.774,96.947,1.548,increase_rf_power,1.86,31.637,False
43,11,750.192,0.9416,50.792,114.407,63.259,12.953,31.637,94.919,1.524,decrease_temperature,-1.693,34.308,False
43,12,748.507,0.9101,50.155,113.265,63.284,12.767,34.308,96.085,1.587,decrease_temperature,0.584,37.028,False
43,13,751.448,0.9138,50.38,112.99,64.487,12.884,37.028,94.762,1.532,increase_temperature,-1.151,39.719,False
43,14,752.126,0.9132,49.441,111.041,66.503,12.657,39.719,96.754,1.586,increase_rf_power,2.912,42.004,False
43,15,751.895,0.8903,49.328,112.865,62.466,12.187,42.004,95.974,1.546,decrease_rf_power,2.261,44.21,False
43,16,753.18,0.9175,49.606,113.705,63.147,12.19,44.21,95.301,1.483,increase_temperature,1.988,46.367,False
43,17,752.883,0.9233,48.157,113.814,60.959,11.869,46.367,95.14,1.668,decrease_rf_power,0.87,48.479,False
